 
****************************************
Report : power
        -cell
        -analysis_effort low
        -verbose
        -sort_mode cell_internal_power
Design : cv32e40p_controller_COREV_CLUSTER
Version: T-2022.03-SP3
Date   : Sun Jun  1 19:52:43 2025
****************************************


Library(s) Used:

    saed32rvt_tt0p78v25c (File: /usr/local/synopsys/pdk/SAED32_EDK/lib/stdcell_rvt/db_ccs/saed32rvt_tt0p78v25c.db)


Operating Conditions: tt0p78v25c   Library: saed32rvt_tt0p78v25c
Wire Load Model Mode: enclosed

Design        Wire Load Model            Library
------------------------------------------------
cv32e40p_controller_COREV_CLUSTER
                       8000              saed32rvt_tt0p78v25c


Global Operating Voltage = 0.78 
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1pW



  Attributes
  ----------
      h  -  Hierarchical cell

                        Cell      Driven Net  Tot Dynamic      Cell
                        Internal  Switching   Power            Leakage
Cell                    Power     Power       (% Cell/Tot)     Power      Attrs
--------------------------------------------------------------------------------
   U226        A1                       0.0092      0.0000                r
   U226        A1                       0.0092      0.0000                f
   U226        A2                A1' A3' A4'
                                        0.0096      0.0000                r
   U226        A2                A1' A3' A4'
                                        0.0096      0.0000                f
   U226        A2                A1' A3' A4
                                       5.4e-05      0.0000                r
   U226        A2                A1' A3' A4
                                       5.4e-05      0.0000                f
   U226        A2                A1' A3 A4'
                                        0.0096      0.0000                r
   U226        A2                A1' A3 A4'
                                        0.0096      0.0000                f
   U226        A2                A1' A3 A4
                                       5.4e-05      0.0000                r
   U226        A2                A1' A3 A4
                                       5.4e-05      0.0000                f
   U226        A2                A1 A3 A4
                                       1.4e-05      0.0000                r
   U226        A2                A1 A3 A4
                                       1.4e-05      0.0000                f
   U226        A2                       0.0050      0.0000                r
   U226        A2                       0.0050      0.0000                f
   U226        A3                A1' A2' A4'
                                        0.0149      0.0000              d r
   U226        A3                A1' A2' A4'
                                        0.0149      0.0000              d f
   U226        A3                A1' A2 A4'
                                        0.0049      0.0000              d r
   U226        A3                A1' A2 A4'
                                        0.0049      0.0000              d f
   U226        A3                A1 A2' A4'
                                        0.0039      0.0000              d r
   U226        A3                A1 A2' A4'
                                        0.0039      0.0000              d f
   U226        A3                A1 A2 A4'
                                        0.0013      0.0000              d r
   U226        A3                A1 A2 A4'
                                        0.0013      0.0000              d f
   U226        A3                A1 A2 A4
                                       7.1e-06      0.0000              d r
   U226        A3                A1 A2 A4
                                       7.1e-06      0.0000              d f
   U226        A3                      1.3e-04      0.0000              d r
   U226        A3                      1.3e-04      0.0000              d f
   U226        A4                A1' A2' A3'
                                       6.4e-04      0.0000                r
   U226        A4                A1' A2' A3'
                                       6.4e-04      0.0000                f
   U226        A4                A1' A2 A3'
                                       2.1e-04      0.0000                r
   U226        A4                A1' A2 A3'
                                       2.1e-04      0.0000                f
   U226        A4                A1 A2' A3'
                                       1.6e-04      0.0000                r
   U226        A4                A1 A2' A3'
                                       1.6e-04      0.0000                f
   U226        A4                A1 A2 A3'
                                       5.4e-05      0.0000                r
   U226        A4                A1 A2 A3'
                                       5.4e-05      0.0000                f
   U226        A4                A1 A2 A3
                                       5.4e-05      0.0000                r
   U226        A4                A1 A2 A3
                                       5.4e-05      0.0000                f
   U226        A4                       0.0010      0.0000                r
   U226        A4                       0.0010      0.0000                f
   U226        Y        A1              0.0123      0.0000                r
   U226        Y        A1              0.0123      0.0000                f
   U226        Y        A2              0.0067      0.0000                r
   U226        Y        A2              0.0067      0.0000                f
   U226        Y        A3             1.8e-04      0.0000                r
   U226        Y        A3             1.8e-04      0.0000                f
   U226        Y        A4              0.0014      0.0000                r
   U226        Y        A4              0.0014      0.0000                f
U226  (Cell Total)                                  0.0000    63182.5312
   U227        A1                A2    2.3e-06      0.0000                r
   U227        A1                A2    2.3e-06      0.0000                f
   U227        A1                      6.8e-04      0.0000                r
   U227        A1                      6.8e-04      0.0000                f
   U227        A2                A1    4.3e-06      0.0000                r
   U227        A2                A1    4.3e-06      0.0000                f
   U227        A2                       0.0016      0.0000                r
   U227        A2                       0.0016      0.0000                f
   U227        Y        A1             6.5e-04      0.0000                r
   U227        Y        A1             6.5e-04      0.0000                f
   U227        Y        A2              0.0015      0.0000                r
   U227        Y        A2              0.0015      0.0000                f
U227  (Cell Total)                                  0.0000    58360.9609
   U228        A1                A2'    0.0328      0.0000                r
   U228        A1                A2'    0.0328      0.0000                f
   U228        A1                       0.0044      0.0000                r
   U228        A1                       0.0044      0.0000                f
   U228        A2                A1'    0.0138      0.0000                r
   U228        A2                A1'    0.0138      0.0000                f
   U228        A2                       0.0036      0.0000                r
   U228        A2                       0.0036      0.0000                f
   U228        Y        A1              0.0054      0.0000                r
   U228        Y        A1              0.0054      0.0000                f
   U228        Y        A2              0.0044      0.0000                r
   U228        Y        A2              0.0044      0.0000                f
U228  (Cell Total)                                  0.0000    56926.7109
   U229        A1                A2     0.0030      0.0000                r
   U229        A1                A2     0.0030      0.0000                f
   U229        A1                       0.0030      0.0000                r
   U229        A1                       0.0030      0.0000                f
   U229        A2                A1     0.0015      0.0000              d r
   U229        A2                A1     0.0015      0.0000              d f
   U229        A2                       0.0235      0.0000              d r
   U229        A2                       0.0235      0.0000              d f
   U229        Y        A1              0.0027      0.0000                r
   U229        Y        A1              0.0027      0.0000                f
   U229        Y        A2              0.0210      0.0000                r
   U229        Y        A2              0.0210      0.0000                f
U229  (Cell Total)                                  0.0000    58360.9609
   U230        A1                A2' A3'
                                        0.0136      0.0000                r
   U230        A1                A2' A3'
                                        0.0136      0.0000                f
   U230        A1                A2' A3
                                        0.0136      0.0000                r
   U230        A1                A2' A3
                                        0.0136      0.0000                f
   U230        A1                A2 A3'
                                        0.0050      0.0000                r
   U230        A1                A2 A3'
                                        0.0050      0.0000                f
   U230        A1                       0.0050      0.0000                r
   U230        A1                       0.0050      0.0000                f
   U230        A2                A1' A3'
                                        0.0091      0.0000                r
   U230        A2                A1' A3'
                                        0.0091      0.0000                f
   U230        A2                A1' A3
                                        0.0091      0.0000                r
   U230        A2                A1' A3
                                        0.0091      0.0000                f
   U230        A2                A1 A3'
                                        0.0024      0.0000                r
   U230        A2                A1 A3'
                                        0.0024      0.0000                f
   U230        A2                       0.0024      0.0000                r
   U230        A2                       0.0024      0.0000                f
   U230        A3                A1' A2'
                                        0.0146      0.0000              d r
   U230        A3                A1' A2'
                                        0.0146      0.0000              d f
   U230        A3                A1' A2
                                        0.0053      0.0000              d r
   U230        A3                A1' A2
                                        0.0053      0.0000              d f
   U230        A3                A1 A2'
                                        0.0038      0.0000              d r
   U230        A3                A1 A2'
                                        0.0038      0.0000              d f
   U230        A3                       0.0014      0.0000              d r
   U230        A3                       0.0014      0.0000              d f
   U230        Y        A1              0.0082      0.0000                r
   U230        Y        A1              0.0082      0.0000                f
   U230        Y        A2              0.0039      0.0000                r
   U230        Y        A2              0.0039      0.0000                f
   U230        Y        A3              0.0023      0.0000                r
   U230        Y        A3              0.0023      0.0000                f
U230  (Cell Total)                                  0.0000    59411.3711
   U231        A1                A2' A3' A4'
                                        0.0000      0.0000                r
   U231        A1                A2' A3' A4'
                                        0.0000      0.0000                f
   U231        A1                A2' A3' A4
                                        0.0000      0.0000                r
   U231        A1                A2' A3' A4
                                        0.0000      0.0000                f
   U231        A1                A2' A3 A4'
                                       2.2e-07      0.0000                r
   U231        A1                A2' A3 A4'
                                       2.2e-07      0.0000                f
   U231        A1                A2' A3 A4
                                       7.9e-06      0.0000                r
   U231        A1                A2' A3 A4
                                       7.9e-06      0.0000                f
   U231        A1                A2 A3' A4'
                                        0.0000      0.0000                r
   U231        A1                A2 A3' A4'
                                        0.0000      0.0000                f
   U231        A1                A2 A3' A4
                                        0.0000      0.0000                r
   U231        A1                A2 A3' A4
                                        0.0000      0.0000                f
   U231        A1                A2 A3 A4'
                                       4.6e-04      0.0000                r
   U231        A1                A2 A3 A4'
                                       4.6e-04      0.0000                f
   U231        A1                       0.0168      0.0000                r
   U231        A1                       0.0168      0.0000                f
   U231        A2                A1' A3' A4'
                                        0.0000      0.0000                r
   U231        A2                A1' A3' A4'
                                        0.0000      0.0000                f
   U231        A2                A1' A3' A4
                                        0.0000      0.0000                r
   U231        A2                A1' A3' A4
                                        0.0000      0.0000                f
   U231        A2                A1' A3 A4'
                                       1.1e-07      0.0000                r
   U231        A2                A1' A3 A4'
                                       1.1e-07      0.0000                f
   U231        A2                A1' A3 A4
                                       4.0e-06      0.0000                r
   U231        A2                A1' A3 A4
                                       4.0e-06      0.0000                f
   U231        A2                A1 A3' A4'
                                        0.0000      0.0000                r
   U231        A2                A1 A3' A4'
                                        0.0000      0.0000                f
   U231        A2                A1 A3' A4
                                        0.0000      0.0000                r
   U231        A2                A1 A3' A4
                                        0.0000      0.0000                f
   U231        A2                A1 A3 A4'
                                       3.1e-06      0.0000                r
   U231        A2                A1 A3 A4'
                                       3.1e-06      0.0000                f
   U231        A2                      1.1e-04      0.0000                r
   U231        A2                      1.1e-04      0.0000                f
   U231        A3                A1' A2' A4'
                                        0.0000      0.0000                r
   U231        A3                A1' A2' A4'
                                        0.0000      0.0000                f
   U231        A3                A1' A2' A4
                                        0.0000      0.0000                r
   U231        A3                A1' A2' A4
                                        0.0000      0.0000                f
   U231        A3                A1' A2 A4'
                                        0.0000      0.0000                r
   U231        A3                A1' A2 A4'
                                        0.0000      0.0000                f
   U231        A3                A1' A2 A4
                                        0.0000      0.0000                r
   U231        A3                A1' A2 A4
                                        0.0000      0.0000                f
   U231        A3                A1 A2' A4'
                                        0.0000      0.0000                r
   U231        A3                A1 A2' A4'
                                        0.0000      0.0000                f
   U231        A3                A1 A2' A4
                                        0.0000      0.0000                r
   U231        A3                A1 A2' A4
                                        0.0000      0.0000                f
   U231        A3                A1 A2 A4'
                                        0.0000      0.0000                r
   U231        A3                A1 A2 A4'
                                        0.0000      0.0000                f
   U231        A3                       0.0000      0.0000                r
   U231        A3                       0.0000      0.0000                f
   U231        A4                A1' A2' A3'
                                        0.0000      0.0000                r
   U231        A4                A1' A2' A3'
                                        0.0000      0.0000                f
   U231        A4                A1' A2' A3
                                       2.3e-07      0.0000                r
   U231        A4                A1' A2' A3
                                       2.3e-07      0.0000                f
   U231        A4                A1' A2 A3'
                                        0.0000      0.0000                r
   U231        A4                A1' A2 A3'
                                        0.0000      0.0000                f
   U231        A4                A1' A2 A3
                                       4.8e-04      0.0000                r
   U231        A4                A1' A2 A3
                                       4.8e-04      0.0000                f
   U231        A4                A1 A2' A3'
                                        0.0000      0.0000                r
   U231        A4                A1 A2' A3'
                                        0.0000      0.0000                f
   U231        A4                A1 A2' A3
                                       6.6e-06      0.0000                r
   U231        A4                A1 A2' A3
                                       6.6e-06      0.0000                f
   U231        A4                A1 A2 A3'
                                        0.0000      0.0000                r
   U231        A4                A1 A2 A3'
                                        0.0000      0.0000                f
   U231        A4                       0.0139      0.0000                r
   U231        A4                       0.0139      0.0000                f
   U231        Y        A1              0.0172      0.0000                r
   U231        Y        A1              0.0172      0.0000                f
   U231        Y        A2             1.2e-04      0.0000                r
   U231        Y        A2             1.2e-04      0.0000                f
   U231        Y        A3              0.0000      0.0000                r
   U231        Y        A3              0.0000      0.0000                f
   U231        Y        A4              0.0142      0.0000                r
   U231        Y        A4              0.0142      0.0000                f
U231  (Cell Total)                                  0.0000    161901.9062
   U232        A1                A2'    0.0126      0.0000                r
   U232        A1                A2'    0.0126      0.0000                f
   U232        A1                       0.0126      0.0000                r
   U232        A1                       0.0126      0.0000                f
   U232        A2                A1'    0.0238      0.0000              d r
   U232        A2                A1'    0.0238      0.0000              d f
   U232        A2                       0.0012      0.0000              d r
   U232        A2                       0.0012      0.0000              d f
   U232        Y        A1              0.0131      0.0000                r
   U232        Y        A1              0.0131      0.0000                f
   U232        Y        A2              0.0013      0.0000                r
   U232        Y        A2              0.0013      0.0000                f
U232  (Cell Total)                                  0.0000    78585.3438
   U233        A1                A2' A3'
                                        0.0247      0.0000                r
   U233        A1                A2' A3'
                                        0.0247      0.0000                f
   U233        A1                A2' A3
                                       3.9e-04      0.0000                r
   U233        A1                A2' A3
                                       3.9e-04      0.0000                f
   U233        A1                A2 A3'
                                       2.2e-04      0.0000                r
   U233        A1                A2 A3'
                                       2.2e-04      0.0000                f
   U233        A1                      3.4e-06      0.0000                r
   U233        A1                      3.4e-06      0.0000                f
   U233        A2                A1' A3'
                                        0.0023      0.0000                r
   U233        A2                A1' A3'
                                        0.0023      0.0000                f
   U233        A2                A1' A3
                                       3.5e-05      0.0000                r
   U233        A2                A1' A3
                                       3.5e-05      0.0000                f
   U233        A2                A1 A3'
                                       1.2e-04      0.0000                r
   U233        A2                A1 A3'
                                       1.2e-04      0.0000                f
   U233        A2                      1.8e-06      0.0000                r
   U233        A2                      1.8e-06      0.0000                f
   U233        A3                A1' A2'
                                        0.0075      0.0000                r
   U233        A3                A1' A2'
                                        0.0075      0.0000                f
   U233        A3                A1' A2
                                       6.6e-05      0.0000                r
   U233        A3                A1' A2
                                       6.6e-05      0.0000                f
   U233        A3                A1 A2'
                                       3.9e-04      0.0000                r
   U233        A3                A1 A2'
                                       3.9e-04      0.0000                f
   U233        A3                      3.5e-06      0.0000                r
   U233        A3                      3.5e-06      0.0000                f
   U233        Y        A1              0.0000      0.0000                r
   U233        Y        A1              0.0000      0.0000                f
   U233        Y        A2              0.0000      0.0000                r
   U233        Y        A2              0.0000      0.0000                f
   U233        Y        A3              0.0000      0.0000                r
   U233        Y        A3              0.0000      0.0000                f
U233  (Cell Total)                                  0.0000    102554.6016
   U236        A1                A2' A3' A4' A5' A6'
                                        0.0012      0.0000                r
   U236        A1                A2' A3' A4' A5' A6'
                                        0.0012      0.0000                f
   U236        A1                A2' A3' A4' A5' A6
                                       1.7e-04      0.0000                r
   U236        A1                A2' A3' A4' A5' A6
                                       1.7e-04      0.0000                f
   U236        A1                A2' A3' A4' A5 A6'
                                       2.2e-04      0.0000                r
   U236        A1                A2' A3' A4' A5 A6'
                                       2.2e-04      0.0000                f
   U236        A1                A2' A3' A4' A5 A6
                                       3.2e-05      0.0000                r
   U236        A1                A2' A3' A4' A5 A6
                                       3.2e-05      0.0000                f
   U236        A1                A2' A3' A4 A5' A6'
                                        0.0012      0.0000                r
   U236        A1                A2' A3' A4 A5' A6'
                                        0.0012      0.0000                f
   U236        A1                A2' A3' A4 A5' A6
                                       1.7e-04      0.0000                r
   U236        A1                A2' A3' A4 A5' A6
                                       1.7e-04      0.0000                f
   U236        A1                A2' A3' A4 A5 A6'
                                       2.2e-04      0.0000                r
   U236        A1                A2' A3' A4 A5 A6'
                                       2.2e-04      0.0000                f
   U236        A1                A2' A3' A4 A5 A6
                                       3.2e-05      0.0000                r
   U236        A1                A2' A3' A4 A5 A6
                                       3.2e-05      0.0000                f
   U236        A1                A2' A3 A4' A5' A6'
                                       2.2e-04      0.0000                r
   U236        A1                A2' A3 A4' A5' A6'
                                       2.2e-04      0.0000                f
   U236        A1                A2' A3 A4' A5' A6
                                       3.2e-05      0.0000                r
   U236        A1                A2' A3 A4' A5' A6
                                       3.2e-05      0.0000                f
   U236        A1                A2' A3 A4' A5 A6'
                                       4.1e-05      0.0000                r
   U236        A1                A2' A3 A4' A5 A6'
                                       4.1e-05      0.0000                f
   U236        A1                A2' A3 A4' A5 A6
                                       5.8e-06      0.0000                r
   U236        A1                A2' A3 A4' A5 A6
                                       5.8e-06      0.0000                f
   U236        A1                A2' A3 A4 A5' A6'
                                       2.2e-04      0.0000                r
   U236        A1                A2' A3 A4 A5' A6'
                                       2.2e-04      0.0000                f
   U236        A1                A2' A3 A4 A5' A6
                                       3.2e-05      0.0000                r
   U236        A1                A2' A3 A4 A5' A6
                                       3.2e-05      0.0000                f
   U236        A1                A2' A3 A4 A5 A6'
                                       4.1e-05      0.0000                r
   U236        A1                A2' A3 A4 A5 A6'
                                       4.1e-05      0.0000                f
   U236        A1                A2' A3 A4 A5 A6
                                       5.8e-06      0.0000                r
   U236        A1                A2' A3 A4 A5 A6
                                       5.8e-06      0.0000                f
   U236        A1                A2 A3' A4' A5 A6
                                       3.2e-05      0.0000                r
   U236        A1                A2 A3' A4' A5 A6
                                       3.2e-05      0.0000                f
   U236        A1                A2 A3' A4 A5 A6
                                       3.2e-05      0.0000                r
   U236        A1                A2 A3' A4 A5 A6
                                       3.2e-05      0.0000                f
   U236        A1                A2 A3 A4' A5 A6
                                       5.8e-06      0.0000                r
   U236        A1                A2 A3 A4' A5 A6
                                       5.8e-06      0.0000                f
   U236        A1                A2 A3 A4 A5' A6'
                                       2.2e-04      0.0000                r
   U236        A1                A2 A3 A4 A5' A6'
                                       2.2e-04      0.0000                f
   U236        A1                A2 A3 A4 A5' A6
                                       3.2e-05      0.0000                r
   U236        A1                A2 A3 A4 A5' A6
                                       3.2e-05      0.0000                f
   U236        A1                A2 A3 A4 A5 A6'
                                       4.1e-05      0.0000                r
   U236        A1                A2 A3 A4 A5 A6'
                                       4.1e-05      0.0000                f
   U236        A1                A2 A3 A4 A5 A6
                                       5.8e-06      0.0000                r
   U236        A1                A2 A3 A4 A5 A6
                                       5.8e-06      0.0000                f
   U236        A1                       0.0035      0.0000                r
   U236        A1                       0.0035      0.0000                f
   U236        A2                A1' A3' A4' A5' A6'
                                        0.0066      0.0000              d r
   U236        A2                A1' A3' A4' A5' A6'
                                        0.0066      0.0000              d f
   U236        A2                A1' A3' A4' A5' A6
                                       9.5e-04      0.0000              d r
   U236        A2                A1' A3' A4' A5' A6
                                       9.5e-04      0.0000              d f
   U236        A2                A1' A3' A4' A5 A6'
                                        0.0012      0.0000              d r
   U236        A2                A1' A3' A4' A5 A6'
                                        0.0012      0.0000              d f
   U236        A2                A1' A3' A4' A5 A6
                                       1.7e-04      0.0000              d r
   U236        A2                A1' A3' A4' A5 A6
                                       1.7e-04      0.0000              d f
   U236        A2                A1' A3' A4 A5' A6'
                                        0.0066      0.0000              d r
   U236        A2                A1' A3' A4 A5' A6'
                                        0.0066      0.0000              d f
   U236        A2                A1' A3' A4 A5' A6
                                       9.5e-04      0.0000              d r
   U236        A2                A1' A3' A4 A5' A6
                                       9.5e-04      0.0000              d f
   U236        A2                A1' A3' A4 A5 A6'
                                        0.0012      0.0000              d r
   U236        A2                A1' A3' A4 A5 A6'
                                        0.0012      0.0000              d f
   U236        A2                A1' A3' A4 A5 A6
                                       1.7e-04      0.0000              d r
   U236        A2                A1' A3' A4 A5 A6
                                       1.7e-04      0.0000              d f
   U236        A2                A1' A3 A4' A5' A6'
                                        0.0012      0.0000              d r
   U236        A2                A1' A3 A4' A5' A6'
                                        0.0012      0.0000              d f
   U236        A2                A1' A3 A4' A5' A6
                                       1.7e-04      0.0000              d r
   U236        A2                A1' A3 A4' A5' A6
                                       1.7e-04      0.0000              d f
   U236        A2                A1' A3 A4' A5 A6'
                                       2.2e-04      0.0000              d r
   U236        A2                A1' A3 A4' A5 A6'
                                       2.2e-04      0.0000              d f
   U236        A2                A1' A3 A4' A5 A6
                                       3.2e-05      0.0000              d r
   U236        A2                A1' A3 A4' A5 A6
                                       3.2e-05      0.0000              d f
   U236        A2                A1' A3 A4 A5' A6'
                                        0.0012      0.0000              d r
   U236        A2                A1' A3 A4 A5' A6'
                                        0.0012      0.0000              d f
   U236        A2                A1' A3 A4 A5' A6
                                       1.7e-04      0.0000              d r
   U236        A2                A1' A3 A4 A5' A6
                                       1.7e-04      0.0000              d f
   U236        A2                A1' A3 A4 A5 A6'
                                       2.2e-04      0.0000              d r
   U236        A2                A1' A3 A4 A5 A6'
                                       2.2e-04      0.0000              d f
   U236        A2                A1' A3 A4 A5 A6
                                       3.2e-05      0.0000              d r
   U236        A2                A1' A3 A4 A5 A6
                                       3.2e-05      0.0000              d f
   U236        A2                A1 A3' A4' A5 A6
                                       3.2e-05      0.0000              d r
   U236        A2                A1 A3' A4' A5 A6
                                       3.2e-05      0.0000              d f
   U236        A2                A1 A3' A4 A5 A6
                                       3.2e-05      0.0000              d r
   U236        A2                A1 A3' A4 A5 A6
                                       3.2e-05      0.0000              d f
   U236        A2                A1 A3 A4' A5 A6
                                       5.8e-06      0.0000              d r
   U236        A2                A1 A3 A4' A5 A6
                                       5.8e-06      0.0000              d f
   U236        A2                A1 A3 A4 A5' A6'
                                       2.2e-04      0.0000              d r
   U236        A2                A1 A3 A4 A5' A6'
                                       2.2e-04      0.0000              d f
   U236        A2                A1 A3 A4 A5' A6
                                       3.2e-05      0.0000              d r
   U236        A2                A1 A3 A4 A5' A6
                                       3.2e-05      0.0000              d f
   U236        A2                A1 A3 A4 A5 A6'
                                       4.1e-05      0.0000              d r
   U236        A2                A1 A3 A4 A5 A6'
                                       4.1e-05      0.0000              d f
   U236        A2                A1 A3 A4 A5 A6
                                       5.8e-06      0.0000              d r
   U236        A2                A1 A3 A4 A5 A6
                                       5.8e-06      0.0000              d f
   U236        A2                       0.0035      0.0000              d r
   U236        A2                       0.0035      0.0000              d f
   U236        A3                A1' A2' A4' A5' A6'
                                        0.0012      0.0000                r
   U236        A3                A1' A2' A4' A5' A6'
                                        0.0012      0.0000                f
   U236        A3                A1' A2' A4' A5' A6
                                       1.7e-04      0.0000                r
   U236        A3                A1' A2' A4' A5' A6
                                       1.7e-04      0.0000                f
   U236        A3                A1' A2' A4' A5 A6'
                                       2.2e-04      0.0000                r
   U236        A3                A1' A2' A4' A5 A6'
                                       2.2e-04      0.0000                f
   U236        A3                A1' A2' A4' A5 A6
                                       3.2e-05      0.0000                r
   U236        A3                A1' A2' A4' A5 A6
                                       3.2e-05      0.0000                f
   U236        A3                A1' A2' A4 A5 A6
                                       3.2e-05      0.0000                r
   U236        A3                A1' A2' A4 A5 A6
                                       3.2e-05      0.0000                f
   U236        A3                A1' A2 A4' A5' A6'
                                        0.0012      0.0000                r
   U236        A3                A1' A2 A4' A5' A6'
                                        0.0012      0.0000                f
   U236        A3                A1' A2 A4' A5' A6
                                       1.7e-04      0.0000                r
   U236        A3                A1' A2 A4' A5' A6
                                       1.7e-04      0.0000                f
   U236        A3                A1' A2 A4' A5 A6'
                                       2.2e-04      0.0000                r
   U236        A3                A1' A2 A4' A5 A6'
                                       2.2e-04      0.0000                f
   U236        A3                A1' A2 A4' A5 A6
                                       3.2e-05      0.0000                r
   U236        A3                A1' A2 A4' A5 A6
                                       3.2e-05      0.0000                f
   U236        A3                A1' A2 A4 A5 A6
                                       3.2e-05      0.0000                r
   U236        A3                A1' A2 A4 A5 A6
                                       3.2e-05      0.0000                f
   U236        A3                A1 A2' A4' A5' A6'
                                       2.2e-04      0.0000                r
   U236        A3                A1 A2' A4' A5' A6'
                                       2.2e-04      0.0000                f
   U236        A3                A1 A2' A4' A5' A6
                                       3.2e-05      0.0000                r
   U236        A3                A1 A2' A4' A5' A6
                                       3.2e-05      0.0000                f
   U236        A3                A1 A2' A4' A5 A6'
                                       4.1e-05      0.0000                r
   U236        A3                A1 A2' A4' A5 A6'
                                       4.1e-05      0.0000                f
   U236        A3                A1 A2' A4' A5 A6
                                       5.8e-06      0.0000                r
   U236        A3                A1 A2' A4' A5 A6
                                       5.8e-06      0.0000                f
   U236        A3                A1 A2' A4 A5 A6
                                       5.8e-06      0.0000                r
   U236        A3                A1 A2' A4 A5 A6
                                       5.8e-06      0.0000                f
   U236        A3                A1 A2 A4' A5' A6'
                                       2.2e-04      0.0000                r
   U236        A3                A1 A2 A4' A5' A6'
                                       2.2e-04      0.0000                f
   U236        A3                A1 A2 A4' A5' A6
                                       3.2e-05      0.0000                r
   U236        A3                A1 A2 A4' A5' A6
                                       3.2e-05      0.0000                f
   U236        A3                A1 A2 A4' A5 A6'
                                       4.1e-05      0.0000                r
   U236        A3                A1 A2 A4' A5 A6'
                                       4.1e-05      0.0000                f
   U236        A3                A1 A2 A4' A5 A6
                                       5.8e-06      0.0000                r
   U236        A3                A1 A2 A4' A5 A6
                                       5.8e-06      0.0000                f
   U236        A3                A1 A2 A4 A5' A6'
                                       2.2e-04      0.0000                r
   U236        A3                A1 A2 A4 A5' A6'
                                       2.2e-04      0.0000                f
   U236        A3                A1 A2 A4 A5' A6
                                       3.2e-05      0.0000                r
   U236        A3                A1 A2 A4 A5' A6
                                       3.2e-05      0.0000                f
   U236        A3                A1 A2 A4 A5 A6'
                                       4.1e-05      0.0000                r
   U236        A3                A1 A2 A4 A5 A6'
                                       4.1e-05      0.0000                f
   U236        A3                A1 A2 A4 A5 A6
                                       5.8e-06      0.0000                r
   U236        A3                A1 A2 A4 A5 A6
                                       5.8e-06      0.0000                f
   U236        A3                       0.0035      0.0000                r
   U236        A3                       0.0035      0.0000                f
   U236        A4                A1' A2' A3' A5' A6'
                                        0.0066      0.0000              d r
   U236        A4                A1' A2' A3' A5' A6'
                                        0.0066      0.0000              d f
   U236        A4                A1' A2' A3' A5' A6
                                       9.5e-04      0.0000              d r
   U236        A4                A1' A2' A3' A5' A6
                                       9.5e-04      0.0000              d f
   U236        A4                A1' A2' A3' A5 A6'
                                        0.0012      0.0000              d r
   U236        A4                A1' A2' A3' A5 A6'
                                        0.0012      0.0000              d f
   U236        A4                A1' A2' A3' A5 A6
                                       1.7e-04      0.0000              d r
   U236        A4                A1' A2' A3' A5 A6
                                       1.7e-04      0.0000              d f
   U236        A4                A1' A2' A3 A5 A6
                                       3.2e-05      0.0000              d r
   U236        A4                A1' A2' A3 A5 A6
                                       3.2e-05      0.0000              d f
   U236        A4                A1' A2 A3' A5' A6'
                                        0.0066      0.0000              d r
   U236        A4                A1' A2 A3' A5' A6'
                                        0.0066      0.0000              d f
   U236        A4                A1' A2 A3' A5' A6
                                       9.5e-04      0.0000              d r
   U236        A4                A1' A2 A3' A5' A6
                                       9.5e-04      0.0000              d f
   U236        A4                A1' A2 A3' A5 A6'
                                        0.0012      0.0000              d r
   U236        A4                A1' A2 A3' A5 A6'
                                        0.0012      0.0000              d f
   U236        A4                A1' A2 A3' A5 A6
                                       1.7e-04      0.0000              d r
   U236        A4                A1' A2 A3' A5 A6
                                       1.7e-04      0.0000              d f
   U236        A4                A1' A2 A3 A5 A6
                                       3.2e-05      0.0000              d r
   U236        A4                A1' A2 A3 A5 A6
                                       3.2e-05      0.0000              d f
   U236        A4                A1 A2' A3' A5' A6'
                                        0.0012      0.0000              d r
   U236        A4                A1 A2' A3' A5' A6'
                                        0.0012      0.0000              d f
   U236        A4                A1 A2' A3' A5' A6
                                       1.7e-04      0.0000              d r
   U236        A4                A1 A2' A3' A5' A6
                                       1.7e-04      0.0000              d f
   U236        A4                A1 A2' A3' A5 A6'
                                       2.2e-04      0.0000              d r
   U236        A4                A1 A2' A3' A5 A6'
                                       2.2e-04      0.0000              d f
   U236        A4                A1 A2' A3' A5 A6
                                       3.2e-05      0.0000              d r
   U236        A4                A1 A2' A3' A5 A6
                                       3.2e-05      0.0000              d f
   U236        A4                A1 A2' A3 A5 A6
                                       5.8e-06      0.0000              d r
   U236        A4                A1 A2' A3 A5 A6
                                       5.8e-06      0.0000              d f
   U236        A4                A1 A2 A3' A5' A6'
                                        0.0012      0.0000              d r
   U236        A4                A1 A2 A3' A5' A6'
                                        0.0012      0.0000              d f
   U236        A4                A1 A2 A3' A5' A6
                                       1.7e-04      0.0000              d r
